RefSOUSSOUSDomaineF,RefSOUSDomaineF,Le_nom,Description,Notes,Nombre_avis,Duree,Niveau,Liens,MotsCles
CEGOS_DomaineF-04-03-03,CEGOS_DomaineF-04-03,Culture graphique,"Découvrir les outils, développer votre sens esthétique et acquérir les compétences professionnelles du maquettiste.","4,8/5 ",(41 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/culture-graphique,"culture, graphique"
CEGOS_DomaineF-04-03-04,CEGOS_DomaineF-04-03,InDesign - Niveau 1,"Créer des maquettes complètes, cohérentes, efficaces en production, et les préparer pour l ''impression et l’édition numérique.","4,8/5 ",(205 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/indesign-niveau-1,"indesign, niveau"
CEGOS_DomaineF-04-03-05,CEGOS_DomaineF-04-03,InDesign - Niveau 2,"Mettre en page sans contrainte, développer sa créativité, tout en améliorant son efficacité en production, comprendre les subtilités de InDesign....","4,6/5 ",(39 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/indesign-niveau-2,"indesign, niveau"
CEGOS_DomaineF-04-03-06,CEGOS_DomaineF-04-03,Photoshop - Niveau 1,"Se familiariser avec le logiciel de retouche d ''image et apprendre les fonctions de base pour améliorer, modifier et enrichir des images numériques.","4,8/5 ",(145 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/photoshop-niveau-1,"photoshop, niveau"
CEGOS_DomaineF-04-03-07,CEGOS_DomaineF-04-03,Photoshop - Niveau 2,"Apprenez à détourer un personnage en respectant la finesse de ses cheveux, à l ''incruster dans un nouveau décor sans raccords visibles...","4,5/5 ",(40 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/photoshop-niveau-2,"photoshop, niveau"
CEGOS_DomaineF-04-03-08,CEGOS_DomaineF-04-03,Affinity Photo,"Cette formation permet de maîtriser le logiciel Affinity Photo, logiciel de traitement d ''image comparable à l ''outil de référence du marché (Photosh...",,,3 jours (21 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/affinity-photo,"affinity, photo"
CEGOS_DomaineF-04-03-09,CEGOS_DomaineF-04-03,Affinity Publisher,Affinity Publisher est logiciel de mise en page comparable au célèbre Adobe Indesign.,,,3 jours (21 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/affinity-publisher,"affinity, publisher"
CEGOS_DomaineF-04-03-10,CEGOS_DomaineF-04-03,Illustrator,"Mettre en pratique les fonctions principales de ce standard du dessin vectoriel : création d’identité visuelle, cartographie, illustration, mise en ...","4,7/5 ",(66 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/illustrator,illustrator
CEGOS_DomaineF-04-03-11,CEGOS_DomaineF-04-03,AUTOCAD/AUTOCAD LT - Niveau 1,Acquérir les bases essentielles du logiciel Autocad pour réaliser des plans et des dessins en 2D et réaliser et produire des plans et des dessins tec...,"4,7/5 ",(96 avis),4 jours (28 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/autocadautocad-lt-niveau-1,"autocad, autocad, niveau"
CEGOS_DomaineF-04-03-12,CEGOS_DomaineF-04-03,AUTOCAD perfectionnement,Autocad offre de multiples ressources parfois méconnues. Cette formation permettra aux utilisateurs maîtrisant les bases du logiciel de découvrir de ...,"4,3/5 ",(29 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/autocad-perfectionnement,"autocad, perfectionnement"
CEGOS_DomaineF-04-03-13,CEGOS_DomaineF-04-03,Revit Architecture,"Lors de cette formation, vous étudierez le logiciel BIM d’Autodesk afin de produire une maquette de bâtiment numérique. Vous utiliserez la puissanc...",,,4 jours (28 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/revit-architecture,"revit, architecture"
CEGOS_DomaineF-04-03-14,CEGOS_DomaineF-04-03,Sketchup,"Cette formation apporte aux participants les bases essentielles pour maîtriser Sketchup, une alternative intéressante au leader du marché Autocad. I...","4,6/5 ",(15 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/sketchup,
CEGOS_DomaineF-05-01-01,CEGOS_DomaineF-05-01,Conduite du changement,Optez pour une formation complète à la conduite du changement : c ''est un vrai plus sur votre CV. Faites confiance au leader de la formation.,"3,5/5 ",(24 avis),6 jours (42 heures),non débutant,https://www.cegos.fr/formations/conduite-du-changement/conduite-du-changement-2,"conduite, changement"
CEGOS_DomaineF-05-01-02,CEGOS_DomaineF-05-01,Les bases de l''accompagnement du changement,Vous devez accompagner des projets de changement et en identifier les enjeux. Cette formation vous apporte les outils d ''analyse nécessaires. Elle vous ...,"3,6/5 ",(55 avis),0 jours (0 heures),non débutant,https://www.cegos.fr/formations/conduite-du-changement/les-bases-de-laccompagnement-du-changement,"bases, changement"
CEGOS_DomaineF-05-01-03,CEGOS_DomaineF-05-01,Conduite du changement : démarches et outils,"L ''accompagnement du changement est une compétence indispensable pour le manager. Pour réussir le changement, choisissez la formation de référence.","4,4/5 ",(246 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/conduite-du-changement/conduite-du-changement-demarches-et-outils,"conduite, changement, demarches, outils"
CEGOS_DomaineF-05-01-04,CEGOS_DomaineF-05-01,Atelier : instaurer une culture du changement dans son équipe,Le changement est souvent vécu comme un ensemble de contraintes et de difficultés. Cette formation au format atelier vous propose d’expérimenter la...,,,1 jours (7 heures),non débutant,https://www.cegos.fr/formations/conduite-du-changement/atelier-instaurer-une-culture-du-changement-dans-son-equipe,"atelier, instaurer, culture, changement, equipe"
CEGOS_DomaineF-05-01-05,CEGOS_DomaineF-05-01,Les 4 clés de l''accompagnement du changement,"Le secret de la conduite du changement: une méthodologie rodée et la prise en compte du facteur humain. En 2 jours, découvrez les meilleures méthode...","4,5/5 ",(95 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/conduite-du-changement/les-4-cles-de-laccompagnement-du-changement,"cles, changement"
CEGOS_DomaineF-05-01-06,CEGOS_DomaineF-05-01,Engager les collaborateurs dans la démarche RSE,Identifiez les leviers d ''actions pour mobiliser les équipes et conduire le changement en RSE,,,1 jours (7 heures),non débutant,https://www.cegos.fr/formations/direction-de-lentreprise-et-cadre-de-direction/engager-les-collaborateurs-dans-la-demarche-rse,"engager, collaborateurs, demarche, rse"
CEGOS_DomaineF-05-01-07,CEGOS_DomaineF-05-01,Approche systémique : s''approprier la démarche,Managers et consultants cherchent des méthodes pour réussir les transformations. Cette formationà la systémie permet de s’approprier les 4 étapes...,,,2 jours (14 heures),non débutant,https://www.cegos.fr/formations/conduite-du-changement/approche-systemique-sapproprier-la-demarche,"approche, systemique, approprier, demarche"
CEGOS_DomaineF-05-01-08,CEGOS_DomaineF-05-01,Communiquer pour accompagner les changements,"Le changement génère peurs et incertitudes. Pour accompagner le changement, formez-vous aux techniques de communication avec le leader de la formation...","4,6/5 ",(73 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/conduite-du-changement/communiquer-pour-accompagner-les-changements,"communiquer, accompagner, changements"
CEGOS_DomaineF-05-01-09,CEGOS_DomaineF-05-01,Mieux écouter pour mieux décoder,"L ''écoute, au-delà des mots, nécessite une vigilance de tous nos sens pour décrypter la puissance de nos communications, c ''est l ''enjeu de cette forma...","4,8/5 ",(160 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/developpement-personnel/mieux-ecouter-pour-mieux-decoder,"ecouter, decoder"
CEGOS_DomaineF-05-01-10,CEGOS_DomaineF-05-01,Communiquer avec aisance en situation difficile,"C ''est souvent dans les situations difficiles que les mots nous manquent le plus. Il faut prendre du recul par rapport à la situation, décoder ce qui e...","4,5/5 ",(149 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/efficacite-professionnelle/communiquer-avec-aisance-en-situation-difficile,"communiquer, aisance, situation, difficile"
CEGOS_DomaineF-05-01-11,CEGOS_DomaineF-05-01,Communication de crise,"Cette formation donne les clés pour comprendre le phénomène de crise, anticiper et mieux se préparer. Comment organiser sa veille et sa cellule d...","4,5/5 ",(35 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/communication/communication-de-crise,"communication, crise"
CEGOS_DomaineF-05-01-12,CEGOS_DomaineF-05-01,La Communication non violente pour managers,Les conflits et tensions se sont multipliés dans les équipes. Cette formation de 2 jours aide le manager à trouver les mots justes pour communiquer s...,,,2 jours (14 heures),non débutant,https://www.cegos.fr/formations/conduite-du-changement/la-communication-non-violente-pour-managers,"communication, violente, managers"
CEGOS_DomaineF-05-02-01,CEGOS_DomaineF-05-02,Bien vivre les changements,Comprendre les mécanismes du changement est l ''étape clé pour s ''adapter et lever ses résistances. Une formation qui change la vie face au changement....,"4,7/5 ",(40 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/conduite-du-changement/bien-vivre-les-changements,"vivre, changements"
CEGOS_DomaineF-05-02-02,CEGOS_DomaineF-05-02,Se coacher soi-même pour s’adapter au changement,Faire face au changement est indispensable dans un monde qui bouge. Cette formation inédite fournit les outils pour mieux vivre les changements.,"4,6/5 ",(78 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/developpement-personnel/se-coacher-soi-meme-pour-sadapter-au-changement,"coacher, sadapter, changement"
CEGOS_DomaineF-05-02-03,CEGOS_DomaineF-05-02,Développer sa résilience,"En période d ''incertitudes, la résilience permet à chacun d ''engager une dynamique positive et constructive pour faire face et anticiper",,,2 jours (14 heures),non débutant,https://www.cegos.fr/formations/developpement-personnel/developper-sa-resilience,"developper, resilience"
CEGOS_DomaineF-05-02-04,CEGOS_DomaineF-05-02,Développer son potentiel grâce aux neurosciences,Comment le fait de modifier / d’ajuster ses schémas mentaux peut-il nous permettre de faire face aux changements et aux enjeux actuels avec plus de c...,,,2 jours (14 heures),non débutant,https://www.cegos.fr/formations/developpement-personnel/developper-son-potentiel-grace-aux-neurosciences,"developper, potentiel, grace, neurosciences"
CEGOS_DomaineF-05-02-05,CEGOS_DomaineF-05-02,3h chrono pour développer ses capacités de concentration,"La formation donne toutes les astuces pour réussir à vous concentrer sur vos objectifs et développer votre capacité de concentration dans la durée,...","4,3/5 ",(84 avis),0 jours (0 heures),non débutant,https://www.cegos.fr/formations/efficacite-professionnelle/3h-chrono-pour-developper-ses-capacites-de-concentration,"chrono, developper, capacites, concentration"
CEGOS_DomaineF-05-02-06,CEGOS_DomaineF-05-02,3h chrono pour découvrir ce qui vous anime professionnellement avec Ikigai,Cette formation vous permet de découvrir l ''Ikigaï et d ''initier votre réflexion sur vos sources de motivation professionnelles,,,0 jours (0 heures),non débutant,https://www.cegos.fr/formations/efficacite-professionnelle/3h-chrono-pour-decouvrir-ce-qui-vous-anime-professionnellement-avec-ikigai,"chrono, decouvrir, anime, professionnellement, ikigai"
CEGOS_DomaineF-06-01-01,CEGOS_DomaineF-06-01,Les fondamentaux du métier de coach professionnel,Cette formation coaching vous permet d ''atteindre un niveau 1 de compétences de coach professionnel accréditée ACSTH par ICF.,"4,6/5 ",(226 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/coaching/les-fondamentaux-du-metier-de-coach-professionnel,"fondamentaux, metier, coach, professionnel"
CEGOS_DomaineF-06-01-02,CEGOS_DomaineF-06-01,Formation au métier de coach professionnel - Module 2 du parcours accrédité Level 2 par ICF,Cette formation coaching vous permet d ''atteindre un niveau 2 de compétences de coach professionnel accréditée ACSTH par ICF.,"4,7/5 ",(40 avis),12 jours (84 heures),non débutant,https://www.cegos.fr/formations/coaching/formation-au-metier-de-coach-professionnel-module-2-du-parcours-accredite-level-2-par-icf,"formation, metier, coach, professionnel, module, parcours, accredite, level, icf"
CEGOS_DomaineF-06-01-03,CEGOS_DomaineF-06-01,Formation au métier de coach professionnel - Module 3 du parcours accrédité Level 2 par ICF,Cette formation coaching vous permet d ''atteindre un niveau 3 de compétences de coach professionnel accréditéeACTP par ICF.,,,4 jours (29 heures),non débutant,https://www.cegos.fr/formations/coaching/formation-au-metier-de-coach-professionnel-module-3-du-parcours-accredite-level-2-par-icf,"formation, metier, coach, professionnel, module, parcours, accredite, level, icf"
CEGOS_DomaineF-06-01-04,CEGOS_DomaineF-06-01,Supervision collective et accompagnement à la certification,La supervision est une composante incontournable dans votre pratique de coach professionnel. C ''est un engagement qui figure dans les codes de déontolog...,,,5 jours (35 heures),non débutant,https://www.cegos.fr/formations/coaching/supervision-collective-et-accompagnement-a-la-certification,"supervision, collective, certification"
CEGOS_DomaineF-06-01-05,CEGOS_DomaineF-06-01,Coaching d''équipe,"Le coaching d’équipe, outre la résolution d’éventuels dysfonctionnements, vise à permettre aux équipes de franchir de nouveaux caps dans la coo...",,,4 jours (28 heures),non débutant,https://www.cegos.fr/formations/coaching/coaching-dequipe,"coaching, equipe"
CEGOS_DomaineF-07-01-01,CEGOS_DomaineF-07-01,Profession commercial,"3 compétences clés du métier de commercial : organisation efficace, maîtrise des techniques de vente en face à face et capacité à négocier pour ...","4,7/5 ",(53 avis),8 jours (56 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/profession-commercial,"profession, commercial"
CEGOS_DomaineF-07-01-02,CEGOS_DomaineF-07-01,Responsable Grands Comptes,Comment conquérir et fidéliser son portefeuille Grands Comptes ? Ce cycle de formation apprend au Commercial Grand Comptes à mettre en place un pl...,"4,7/5 ",(18 avis),8 jours (56 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/responsable-grands-comptes,"responsable, grands, comptes"
CEGOS_DomaineF-07-01-03,CEGOS_DomaineF-07-01,Key Account Manager,Une formation complète pour acquérir la maîtrise globale de la fonction Key Account Manager - Certification possible.,"4,7/5 ",(26 avis),8 jours (56 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/key-account-manager,"key, account, manager"
CEGOS_DomaineF-07-01-04,CEGOS_DomaineF-07-01,Business Developer,Ce cycle complet de formation au métier de Business Developer vous apportera les outils et méthodes pour travailler sur deux dimensions : l ''élargisse...,"4,7/5 ",(14 avis),8 jours (56 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/business-developer,"business, developer"
CEGOS_DomaineF-07-01-05,CEGOS_DomaineF-07-01,Ingénieur d''affaires,"Parce que les ""affaires"" ne sont pas des produits comme les autres, ce cycle de formation dédié à l ''ingénieur d ''affaires apporte la maîtrise de 4 ...","4,6/5 ",(11 avis),6 jours (42 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/ingenieur-daffaires-2,"ingenieur, affaires"
CEGOS_DomaineF-07-01-06,CEGOS_DomaineF-07-01,Prospecter et gagner de nouveaux clients,Optez pour une formation vous apportant des clès pour obtenir des rendez-vous qualifiés et réussir vos entretiens de face à face.,"4,7/5 ",(142 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/prospecter-et-gagner-de-nouveaux-clients,"prospecter, gagner, nouveaux, clients"
CEGOS_DomaineF-07-01-07,CEGOS_DomaineF-07-01,Prospecter avec LinkedIn,Cette formation très opérationnelle à la prospection via LinkedIn fait le focus sur les réseaux sociaux au service de la prospection et vous outille...,"4,1/5 ",(25 avis),1 jours (7 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/prospecter-avec-linkedin,"prospecter, linkedin"
CEGOS_DomaineF-07-01-08,CEGOS_DomaineF-07-01,Social selling,"Parce que le cold calling ne suffit plus, le social selling s ''est imposé comme une nécessité pour les commerciaux performants. Cette formation au soc...","4,3/5 ",(20 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/social-selling,"social, selling"
CEGOS_DomaineF-07-01-09,CEGOS_DomaineF-07-01,3h chrono pour gagner des rendez-vous de prospection avec de bonnes accroches,"Obtenir des rendez-vous de prospection est plus que jamais le ""nerf de la guerre"" en développement commercial. Cette formation à la prospection télé...","4,7/5 ",(28 avis),0 jours (0 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/3h-chrono-pour-gagner-des-rendez-vous-de-prospection-avec-de-bonnes-accroches,"chrono, gagner, rendez, prospection, bonnes, accroches"
CEGOS_DomaineF-07-01-10,CEGOS_DomaineF-07-01,Entraînement intensif à la prise de rendez-vous de prospection,"Renforcez vos techniques de prospection et de prise de rendez-vous par téléphone. Affinez votre discours, ayez les bons reflexes face aux objections....","4,8/5 ",(34 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/entrainement-intensif-a-la-prise-de-rendez-vous-de-prospection,"entrainement, intensif, prise, rendez, prospection"
CEGOS_DomaineF-07-01-11,CEGOS_DomaineF-07-01,Techniques de vente - Niveau 1,Reussissez vos entretiens de vente grâce à 7 réflexes gagnants. Cette formation est une des plus demandées par nos clients.,"4,8/5 ",(197 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/techniques-de-vente-niveau-1,"techniques, vente, niveau"
CEGOS_DomaineF-07-01-12,CEGOS_DomaineF-07-01,Vendre et négocier par téléphone,"Que l ''on soit en appel sortant ou en appel entrant, cette formation à la vente par téléphone permet de maîtriser les méthodes spécifiques à ce ty...","4,7/5 ",(84 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/vendre-et-negocier-par-telephone,"vendre, telephone"
CEGOS_DomaineF-07-01-13,CEGOS_DomaineF-07-01,Vente et négociation pour non-commerciaux,Comment développer une posture commerciale orientée client lorsqu ''on n ''est pas commercial ? C ''est l ''objectif de cette formation commerciale dédiée ...,"4,8/5 ",(78 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/vente-et-negociation-pour-non-commerciaux,"vente, negociation, commerciaux"
CEGOS_DomaineF-07-01-14,CEGOS_DomaineF-07-01,3h chrono pour construire des arguments percutants,,,,0,,https://www.cegos.fr/formations/commercial-ventes/3h-chrono-pour-construire-des-arguments-percutants,"chrono, construire, arguments, percutants"
CEGOS_DomaineF-07-01-15,CEGOS_DomaineF-07-01,3h chrono pour traiter les objections avec souplesse,,,,0,,https://www.cegos.fr/formations/commercial-ventes/3h-chrono-pour-traiter-les-objections-avec-souplesse,"chrono, traiter, objections, souplesse"
CEGOS_DomaineF-07-01-16,CEGOS_DomaineF-07-01,3h chrono pour optimiser son portefeuille client avec la matrice ABC croisée,,,,0,,https://www.cegos.fr/formations/commercial-ventes/3h-chrono-pour-optimiser-son-portefeuille-client-avec-la-matrice-abc-croisee,"chrono, optimiser, portefeuille, matrice, abc, croisee"
CEGOS_DomaineF-07-01-17,CEGOS_DomaineF-07-01,Techniques de vente - Niveau 2,,,,0,,https://www.cegos.fr/formations/commercial-ventes/techniques-de-vente-niveau-2,"techniques, vente, niveau"
CEGOS_DomaineF-07-01-18,CEGOS_DomaineF-07-01,Networking commercial,,,,0,,https://www.cegos.fr/formations/commercial-ventes/networking-commercial,"networking, commercial"
CEGOS_DomaineF-07-01-19,CEGOS_DomaineF-07-01,Les techniques de closing,,,,0,,https://www.cegos.fr/formations/commercial-ventes/les-techniques-de-closing,"techniques, closing"
CEGOS_DomaineF-07-01-20,CEGOS_DomaineF-07-01,L’expérience client au service de la fidélisation,,,,0,,https://www.cegos.fr/formations/commercial-ventes/lexperience-client-au-service-de-la-fidelisation,"lexperience, service, fidelisation"
CEGOS_DomaineF-07-01-21,CEGOS_DomaineF-07-01,Réussir sa relation de service interne,,,,0,,https://www.cegos.fr/formations/relation-client/reussir-sa-relation-de-service-interne,"reussir, relation, service, interne"
CEGOS_DomaineF-07-01-22,CEGOS_DomaineF-07-01,L''essentiel de la négociation commerciale,,,,0,,https://www.cegos.fr/formations/commercial-ventes/lessentiel-de-la-negociation-commerciale,"essentiel, negociation, commerciale"
CEGOS_DomaineF-07-01-23,CEGOS_DomaineF-07-01,Négociation commerciale - niveau 1 : les 6 étapes gagnantes,,,,0,,https://www.cegos.fr/formations/commercial-ventes/negociation-commerciale-niveau-1-les-6-etapes-gagnantes,"negociation, commerciale, niveau, etapes, gagnantes"
CEGOS_DomaineF-07-01-24,CEGOS_DomaineF-07-01,Négociation commerciale - niveau 2 : tactiques et comportements,,,,0,,https://www.cegos.fr/formations/commercial-ventes/negociation-commerciale-niveau-2-tactiques-et-comportements,"negociation, commerciale, niveau, tactiques, comportements"
CEGOS_DomaineF-07-01-25,CEGOS_DomaineF-07-01,Négociation commerciale complexe,,,,0,,https://www.cegos.fr/formations/commercial-ventes/negociation-commerciale-complexe,"negociation, commerciale, complexe"
CEGOS_DomaineF-07-01-26,CEGOS_DomaineF-07-01,Négocier avec les acheteurs,,,,0,,https://www.cegos.fr/formations/commercial-ventes/negocier-avec-les-acheteurs,"negocier, acheteurs"
CEGOS_DomaineF-07-01-27,CEGOS_DomaineF-07-01,Vendre et négocier une hausse de tarif,,,,0,,https://www.cegos.fr/formations/commercial-ventes/vendre-et-negocier-une-hausse-de-tarif,"vendre, negocier, hausse"
CEGOS_DomaineF-07-01-28,CEGOS_DomaineF-07-01,Répondre à un appel d''offre,,,,0,,https://www.cegos.fr/formations/commercial-ventes/repondre-a-un-appel-doffre,"repondre, appel, offre"
CEGOS_DomaineF-07-01-29,CEGOS_DomaineF-07-01,Réussir ses propositions et soutenances commerciales,,,,0,,https://www.cegos.fr/formations/commercial-ventes/reussir-ses-propositions-et-soutenances-commerciales,"reussir, propositions, soutenances, commerciales"
CEGOS_DomaineF-07-01-30,CEGOS_DomaineF-07-01,Répondre et remporter un appel d''offre en marché public,,,,0,,https://www.cegos.fr/formations/secteur-public/repondre-et-remporter-un-appel-doffre-en-marche-public,"repondre, remporter, appel, offre, marche, public"
CEGOS_DomaineF-07-01-31,CEGOS_DomaineF-07-01,Réussir ses entretiens de vente à distance,,,,0,,https://www.cegos.fr/formations/commercial-ventes/reussir-ses-entretiens-de-vente-a-distance,"reussir, entretiens, vente, distance"
CEGOS_DomaineF-07-01-32,CEGOS_DomaineF-07-01,Développer l’activité commerciale grâce aux réseaux sociaux,,,,0,,https://www.cegos.fr/formations/communication/developper-lactivite-commerciale-grace-aux-reseaux-sociaux,"developper, lactivite, commerciale, grace, reseaux, sociaux"
CEGOS_DomaineF-07-01-33,CEGOS_DomaineF-07-01,S''affirmer face aux clients difficiles - Niveau 1,,,,0,,https://www.cegos.fr/formations/commercial-ventes/saffirmer-face-aux-clients-difficiles-niveau-1,"affirmer, face, clients, difficiles, niveau"
CEGOS_DomaineF-07-01-34,CEGOS_DomaineF-07-01,S''affirmer face aux clients difficiles - Niveau 2,,,,0,,https://www.cegos.fr/formations/commercial-ventes/saffirmer-face-aux-clients-difficiles-niveau-2,"affirmer, face, clients, difficiles, niveau"
CEGOS_DomaineF-07-01-35,CEGOS_DomaineF-07-01,Pratiquer l''écoute active auprès de ses clients,,,,0,,https://www.cegos.fr/formations/commercial-ventes/pratiquer-lecoute-active-aupres-de-ses-clients,"pratiquer, ecoute, active, clients"
CEGOS_DomaineF-07-01-36,CEGOS_DomaineF-07-01,"Commerciaux, développez votre leadership",,,,0,,https://www.cegos.fr/formations/commercial-ventes/commerciaux-developpez-votre-leadership,"commerciaux, developpez, leadership"
CEGOS_DomaineF-07-01-37,CEGOS_DomaineF-07-01,Convaincre les clients : les 5 clés de la persuasion,,,,0,,https://www.cegos.fr/formations/commercial-ventes/convaincre-les-clients-les-5-cles-de-la-persuasion,"convaincre, clients, cles, persuasion"
CEGOS_DomaineF-07-01-38,CEGOS_DomaineF-07-01,Créer un climat de confiance avec ses clients,,,,0,,https://www.cegos.fr/formations/developpement-personnel/creer-un-climat-de-confiance-avec-ses-clients,"climat, confiance, clients"
CEGOS_DomaineF-07-01-39,CEGOS_DomaineF-07-01,Développer les grands comptes et comptes stratégiques,,,,0,,https://www.cegos.fr/formations/commercial-ventes/developper-les-grands-comptes-et-comptes-strategiques,"developper, grands, comptes, comptes, strategiques"
CEGOS_DomaineF-07-01-40,CEGOS_DomaineF-07-01,Réussir une vente complexe,,,,0,,https://www.cegos.fr/formations/commercial-ventes/reussir-une-vente-complexe,"reussir, vente, complexe"
CEGOS_DomaineF-07-01-41,CEGOS_DomaineF-07-01,Négocier avec la grande distribution,,,,0,,https://www.cegos.fr/formations/commercial-ventes/negocier-avec-la-grande-distribution,"negocier, grande, distribution"
CEGOS_DomaineF-07-01-42,CEGOS_DomaineF-07-01,Piloter et animer un réseau de distribution,,,,0,,https://www.cegos.fr/formations/commercial-ventes/piloter-et-animer-un-reseau-de-distribution,"piloter, animer, reseau, distribution"
CEGOS_DomaineF-07-02-01,CEGOS_DomaineF-07-02,Directeur commercial,,,,0,,https://www.cegos.fr/formations/commercial-ventes/directeur-commercial-2,"directeur, commercial"
CEGOS_DomaineF-07-02-02,CEGOS_DomaineF-07-02,Profession manager commercial,,,,0,,https://www.cegos.fr/formations/commercial-ventes/profession-manager-commercial,"profession, manager, commercial"
CEGOS_DomaineF-07-02-03,CEGOS_DomaineF-07-02,Animez et motivez vos équipes commerciales,,,,0,,https://www.cegos.fr/formations/commercial-ventes/animez-et-motivez-vos-equipes-commerciales,"motivez, equipes, commerciales"
CEGOS_DomaineF-07-02-04,CEGOS_DomaineF-07-02,Le coaching efficace des commerciaux,,,,0,,https://www.cegos.fr/formations/commercial-ventes/le-coaching-efficace-des-commerciaux,"coaching, efficace, commerciaux"
CEGOS_DomaineF-07-02-05,CEGOS_DomaineF-07-02,Construire et déployer sa stratégie commerciale,,,,0,,https://www.cegos.fr/formations/commercial-ventes/construire-et-deployer-sa-strategie-commerciale,"construire, deployer, strategie, commerciale"
CEGOS_DomaineF-07-02-06,CEGOS_DomaineF-07-02,Tableau de bord commercial : piloter la performance,,,,0,,https://www.cegos.fr/formations/commercial-ventes/tableau-de-bord-commercial-piloter-la-performance,"tableau, bord, commercial, piloter, performance"
CEGOS_DomaineF-07-02-07,CEGOS_DomaineF-07-02,Bâtir et communiquer son plan d''actions commerciales,,,,0,,https://www.cegos.fr/formations/commercial-ventes/batir-et-communiquer-son-plan-dactions-commerciales,"batir, communiquer, plan, actions, commerciales"
CEGOS_DomaineF-07-02-08,CEGOS_DomaineF-07-02,Smarketing,,,,0,,https://www.cegos.fr/formations/commercial-ventes/smarketing,
CEGOS_DomaineF-07-02-09,CEGOS_DomaineF-07-02,Culture digitale,,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/culture-digitale,"culture, digitale"
CEGOS_DomaineF-08-01-01,CEGOS_DomaineF-08-01,Métier Responsable Communication,,,,0,,https://www.cegos.fr/formations/communication/metier-responsable-communication,"metier, responsable, communication"
CEGOS_DomaineF-08-01-02,CEGOS_DomaineF-08-01,Cycle : Chargé(e) de communication,,,,0,,https://www.cegos.fr/formations/communication/cycle-chargee-de-communication,"cycle, chargee, communication"
CEGOS_DomaineF-08-01-03,CEGOS_DomaineF-08-01,Chargé(e) de communication,,,,0,,https://www.cegos.fr/formations/communication/chargee-de-communication,"chargee, communication"
CEGOS_DomaineF-08-01-04,CEGOS_DomaineF-08-01,Responsable community management et marketing de contenus,,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/responsable-community-management-et-marketing-de-contenus,"responsable, community, marketing, contenus"
CEGOS_DomaineF-08-01-05,CEGOS_DomaineF-08-01,Community Management,,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/community-management,community
CEGOS_DomaineF-08-01-06,CEGOS_DomaineF-08-01,Marketing et communication responsables,,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/marketing-et-communication-responsables,"marketing, communication, responsables"
CEGOS_DomaineF-08-01-07,CEGOS_DomaineF-08-01,Les fondamentaux de la RSE (Responsabilité Sociétale des Entreprises),,,,0,,https://www.cegos.fr/formations/rse-et-developpement-durable/les-fondamentaux-de-la-rse-responsabilite-societale-des-entreprises,"fondamentaux, rse, responsabilite, societale, entreprises"
